org_name,org_link,org_gsoc_link,project_details_link,technology,topics,project_details
Postman,https://postman.com,https://summerofcode.withgoogle.com/programs/2023/organizations/postman,https://summerofcode.withgoogle.com/programs/2023/projects/uq2r9PUC,"javascript, AsyncAPI, Cypress, UI Testing","testing, web, AsyncAPI, UI Testing","This proposal is submitted for AsyncAPI 's Introduce UI Testing to Website . Current version of the website is based on NextJS and deployed on Netlify , however there is no well defined testing suite associated with it . I will work on adding the required Unit tests , Integration tests and end to end tests using Cypress to the website . By the end of Google Summer of Code , I aim to have a clear well uniformed set of testing suites for the website ."
Postman,https://postman.com,https://summerofcode.withgoogle.com/programs/2023/organizations/postman,https://summerofcode.withgoogle.com/programs/2023/projects/71wrRVC0,"python, javascript, json, JSON Schema",Schema Validation,"The world of JSON Schema is immense. JSON Schema tooling exists in countless languages across a variety of uses (data validation of course a noteworthy and prominent one). Implementing the JSON Schema specification(s) in a fully compliant way is not without challenge, meaning as a user of JSON Schema it is important to understand how a particular implementation may deviate such that one can make constructive tooling choices or help implementations improve. Bowtie is a recently created tool to aide in this task, helping to surface the conformance of various JSON Schema tools with the specification by running them against a set of known correct test cases and regularly rendering the results to a web page. But it can do more!

Expected Outcomes:
Enhance (or replace) Bowtie's simplistic current UI so that it most easily answers ""what do various implementations say about each test case"" -- making it snappier and more featureful
Add support for further JSON Schema implementations by creating Bowtie harnesses in additional languages
Teach Bowtie to compare not only True/False validation results but also the full JSON Schema standardized output formats"
Postman,https://postman.com,https://summerofcode.withgoogle.com/programs/2023/organizations/postman,https://summerofcode.withgoogle.com/programs/2023/projects/0yGBQQwG,"typescript, AsyncAPI","web, distributed systems","This project aims to enable many authentication frameworks and add support for an authentication layer to Glee. 
This will give developers the ability to use Glee to create secure online applications with a variety of authentication choices. To accommodate future additions of new authentication frameworks, the authentication layer will be created to be modular and adaptable.

After this project, when using Glee to build a server, the developer should be able to specify the authentication strategy they wish to support.


Token-based authentication: This could be done using the jsonwebtoken npm package, provision will be made for both refresh and access tokens. Access tokens will be short-lived tokens, while refresh tokens will have longer life spans and allow for renewal of the access tokens.

Basic authentication: This authentication strategy would be implemented from scratch.

Certificate-based authentication: certificate-based authentication will be implemented from scratch. 

OAuth 2.0 authentication: OAuth 2.0 authentication will be achieved using the node-oauth2-server npm package.

Session-based authentication: The viable option here will be to build the session-based authentication from scratch, as many of the options available such as passport-session, express-session, and fastify/session are all framework dependent."
Postman,https://postman.com,https://summerofcode.withgoogle.com/programs/2023/organizations/postman,https://summerofcode.withgoogle.com/programs/2023/projects/5z4bzIFy,"python, web, RESTAPI",WebScraping,"The goal of this project is to provide a robust yet easy way to search Github for Swagger and OpenAPI definitions. Understanding that there is a lot of noise available, that we only care about OpenAPIs that validate, and that the Github API has rate limits that require you to automate the crawling over time. Providing a robust open-source solution that will crawl public Github repositories for machine-readable API definitions.
The project will consist of developing an open-source API that allows you to pass in search parameters and then utilize the GitHub API to perform the search, helping simplify the search interface, make rate limits visible as part of the response, and handle conducting a search in an asynchronous way, allowing the user to make a call to initiate, but then separate calls to receive results over time as results come in, helping show outcomes over time"
Postman,https://postman.com,https://summerofcode.withgoogle.com/programs/2023/organizations/postman,https://summerofcode.withgoogle.com/programs/2023/projects/IpxtHfOS,"json, api, openapi, YAML, JSON-LD, schema.org","parser, scripts, OpenAPI definitions, JsonSchema, Automate","This project is to create a catalog of the OpenAPI definitions for the various Schema.org types. Also, providing a robust set of starting OpenAPI templates for helping developers to understand and develop new APIs using a design-first approach."
Postman,https://postman.com,https://summerofcode.withgoogle.com/programs/2023/organizations/postman,https://summerofcode.withgoogle.com/programs/2023/projects/eCay1Ozn,"nodejs, elasticsearch, kibana, Figma, NextJs, Expressjs, HTML/CSS/JavaScript","web, crawling, apis, OpenAPI, Swagger, Postman, Common Crawl, Search Algorithm, Search Indexing","This project addresses developing a solution for extracting Swagger and OpenAPI definitions from less-known sources on the open web and common crawl. The solution must crawl through the common crawl Index files to search for API definitions, validate them, and index them which can be done by Elastic Search, which provides a simple and effective interface as a part of an easy search. The TLDR; is the solution that should function like a search engine for OpenAPI definitions.
The proposal addresses the issue that the open-source strategy is attempting to address: finding Swagger and OpenAPI definitions on the open web, crawling websites, and common crawl for API definitions, validating them, and then consuming and indexing them for an ongoing search. The goal is to make it easier for developers to discover APIs by searching for documentation, repositories, and other common aspects of operating an API. This is part of an initiative called API First World Approach, which allows developers to easily discover APIs."
Postman,https://postman.com,https://summerofcode.withgoogle.com/programs/2023/organizations/postman,https://summerofcode.withgoogle.com/programs/2023/projects/QFVcX71B,"json, typescript, YAML, Spectral, VscodeAPI","api, Extension","My proposal aims to improve the user experience and developer experience for AsyncAPI-Preview extension. The main problem being solved is the difficulty in identifying and resolving common and custom linting errors in AsyncAPI documents. By leveraging the VSCode API for providing quick/autofixes for linting errors, my proposal plans to add an ""Auto Fix"" feature for most common and standard Spectral linting errors in AsyncAPI documents.

The proposed deliverables for this project include:
-Integration of AsyncAPI-Preview and Spectral for VSCode extensions
-Implementation of Code Actions for standard Spectral linting errors in AsyncAPI documents
-Support for computing json-path to source code and vice versa
-Investigation on loading autofix rules from external files to support custom (non-standard) Spectral linting rules

Overall, this project aims to streamline the AsyncAPI-Preview process and improve the quality of AsyncAPI documents by providing developers with a more user-friendly and efficient way to identify and fix common and custom linting errors."
Unikraft,https://unikraft.org/,https://summerofcode.withgoogle.com/programs/2023/organizations/unikraft,https://summerofcode.withgoogle.com/programs/2023/projects/ZUeHjGnO,"typescript, Galang, Linux CLI, VsCode Development",VsCode Extension,"In this project, I will upgrade the VSCode extension to use KraftKit, the newly released CLI companion tool for Unikraft rewritten in Go.

The project requires modifications to the project's main binary, kraft, to enable JSON output of various commands so that the integration with VSCode can be done through a machine-readable interface.

Additionally, I'll enhance the experience, including adding support for additional steps in Unikraft's build cycle: packaging unikernels in different formats, providing a linting mechanism so that projects which are developed for Unikraft can be checked for compatibility."
Unikraft,https://unikraft.org/,https://summerofcode.withgoogle.com/programs/2023/organizations/unikraft,https://summerofcode.withgoogle.com/programs/2023/projects/L97cI91F,"c, Registers","Drivers cancel, Restructuring","Unikraft is an automated system for building specialized POSIX-compliant OSes (unikernels). These unikernels are configured for the needs of specific applications. It is based around the concept of small, modular libraries, each providing a part of functionality found in an operating system (e. g. memory allocation, scheduling, network stack etc.).
All components of Unikraft’s architecture are micro-libraries. Despite its “everything is  a library” concept, Unikraft should have some architectural changes that can improve the program’s modularity and everybody’s experience. For example, some of the changes that can be made are: source code’s layout to be changed, APIs written as libraries (e. g. paging.c), moving drivers outside ‘common/’,  implementing per-platform configuration etc."
Unikraft,https://unikraft.org/,https://summerofcode.withgoogle.com/programs/2023/organizations/unikraft,https://summerofcode.withgoogle.com/programs/2023/projects/Bl7ARfep,"c, operating systems","operating systems, cloud, Binary Compatibility, Unikernel","One of the weak points of most unikernel projects has always been application support, often requiring that applications be ported to the target unikernel OS.
In this area, Unikraft has made significant progress by prioritizing POSIX compatibility.
Through its binary compatibility mode, Unikraft allows unmodified ELFs to be executed, with resulting syscalls wrapped and redirected to the Unikraft core via the app-elfloader.
Currently, Unikraft supports loading both statically and dynamically linked ELFs in binary compatibility mode.
However, Unikraft has not been able to fully support all behaviors of glibc and user applications, which causes certain programs to fail in initializing or crash.
Additionally, running applications in binary compatibility mode incurs performance loss compared to ported programs, due to the TLS switching and system interrupts caused by binary syscalls.
To address the issues mentioned above, this project focuses on expanding Unikraft's binary compatibility mode by: 

* Using vDSO (virtual dynamic shared object) and vsyscall (virtual system call) to bypass binary syscalls.

* Expanding supported syscalls to provide compatibility for a wider range of applications.

* Adding AArch64 architecture support for app-elfloader and syscall-shim layer.

* Implementing a faster way to port new applications by externally compiling.

* Establishing a CI/CD system to ensure that new commits do not break libc compatibility."
Unikraft,https://unikraft.org/,https://summerofcode.withgoogle.com/programs/2023/organizations/unikraft,https://summerofcode.withgoogle.com/programs/2023/projects/5oKH0o5n,"C, Arm assembly","Unikernel, Security, Confidential Computing","This project aims to add Arm Arm Confidential Computing Architecture (CCA) support to the Unikraft ecosystem, which is a step of “Unikraft as the Secure Configurable Unikernel”. Arm CCA is introduced in Arm v9 and it introduces new hardware features to make OS run as a confidential VM without trusting the underlying hypervisor. To achieve this goal, this project needs to finish the following tasks: 1) making CCA an option for Unikraft and adding support for necessary RSI commands; 2) preparing the FVP environment; 3)  Adding support for more advanced features like attestation and memory encryption; 4) testing the project using several applications."
International Catrobat Association,https://www.catrobat.org,https://summerofcode.withgoogle.com/programs/2023/organizations/international-catrobat-association,https://summerofcode.withgoogle.com/programs/2023/projects/CpRefZvl,"flutter, dart",app development,"My project idea is to extend the Flutter version of Pocket Paint with further functionalities, such as more tools like eraser, line, fill, spray can, and cursor. My expected total time for this project is around 350 hours, and my goal is to implement 1-2 fully tested tool per month."
International Catrobat Association,https://www.catrobat.org,https://summerofcode.withgoogle.com/programs/2023/organizations/international-catrobat-association,https://summerofcode.withgoogle.com/programs/2023/projects/cilc4yh5,"java, kotlin, jenkins, arduino, junit, espresso, Mockito","mobile development, Internet of Things (IoT), rapid prototyping","In the current version of the Android app Pocket Code, it is only possible to control some basic functions of an Arduino. Therefore, this project aims to create a new Arduino flavor with many more functionalities for controlling an Arduino. This opens many possibilities in the context of the Internet of Things (IoT) and allows the quick realization of own projects."
International Catrobat Association,https://www.catrobat.org,https://summerofcode.withgoogle.com/programs/2023/organizations/international-catrobat-association,https://summerofcode.withgoogle.com/programs/2023/projects/Z2ZWk7l2,"flutter, ai, dart",artificial intelligence,"The aim of this project is to add support for an LLM (large language model) based on tools such as GPT-4 to support AI-based programming support for our users. This support could range from proposing code from text prompts, help in correcting bugs or other issues, finding a good architecture or meaningful names, writing Catrobat language tests for one's code, proposing extensions, proposing project ideas, explaining downloaded code, providing translations of variable or message names etc from downloaded projects of other users, proposing image and sound resources based on the context and text prompts, explaining basic or more advanced concepts needed to realize projects, e.g., simple concepts such as variables and loops, or more complex ones such as software design patterns or testing strategies. Overall, the proposed project aims to provide a more comprehensive and tailored solution for Catrobat users, with a broader range of features and a more user-friendly interface compared to existing products."
International Catrobat Association,https://www.catrobat.org,https://summerofcode.withgoogle.com/programs/2023/organizations/international-catrobat-association,https://summerofcode.withgoogle.com/programs/2023/projects/A932RNkG,"kotlin, Kryo, Anrdoid Studio","graph, linetool, multilinetool, vertex","I want to enable the linetool to act as a multiline tool with vertices that are changeable, deletable, addable, and saveable.
This would allow users to create more complex shapes and diagrams with ease, as they would be able to add and manipulate individual vertices as needed.
By making these vertices saveable, users could also revisit and change their work at a later time, making the tool more versatile and useful.
Ultimately, the line tool would become a more powerful and adaptable tool for users that need more exact control over their drawings after the addition of these new functionalities."
International Catrobat Association,https://www.catrobat.org,https://summerofcode.withgoogle.com/programs/2023/organizations/international-catrobat-association,https://summerofcode.withgoogle.com/programs/2023/projects/AVNo1eMy,"xml, kotlin, ui/ux, Android studio, Glide, Room Persistence","Mobile App development, user interface design, Image gallery","The objective of this project is to design and implement a landing page for Pocket Paint on the Android Kotlin platform. The landing page will feature a gallery view where users can preview their saved images and quickly select one to continue editing or start a new drawing. By having a clear and organized landing page, users will have an intuitive and seamless experience with Pocket Paint. The landing page design will be inspired by the existing landing page in Pocket Code, ensuring consistency and familiarity for users. With the implementation of this landing page, Pocket Paint will become a complete app, providing a more comprehensive and efficient drawing experience."
International Catrobat Association,https://www.catrobat.org,https://summerofcode.withgoogle.com/programs/2023/organizations/international-catrobat-association,https://summerofcode.withgoogle.com/programs/2023/projects/MQ4HCoij,"Luna&Cat IDE app, Catrobat's visual programming language, 2D game design principles, Smart TV compatibility","mobile app, visual programming, game development, Licenses and open-source development.","The principal objective of this GSoC project is to conceive and develop an educational game that will serve as an interactive and captivating medium for introducing novice learners to the fundamental principles of coding, leveraging the Luna&Cat IDE app. By integrating interactive challenges and a visually captivating interface, learners will be provided with hands-on experience in utilizing the Catrobat language, thereby fostering the development of their problem-solving acumen and logical reasoning abilities.
The overarching aim of this endeavour is to empower aspiring learners with the essential skills and knowledge required to embark on their coding journey, thus rendering programming an accessible and enjoyable pursuit."
International Catrobat Association,https://www.catrobat.org,https://summerofcode.withgoogle.com/programs/2023/organizations/international-catrobat-association,https://summerofcode.withgoogle.com/programs/2023/projects/h9pclpzH,kotlin,vision,"The idea of the project is to create a Tool that pixelates the photo/layer. The user would have the possibility to change the number of colors, the filter would sample.  My inspiration for the project comes from a paper I found while browsing google schools: https://www.sciencedirect.com/science/article/pii/S0097849313000046."
MetaBrainz Foundation Inc,https://metabrainz.org,https://summerofcode.withgoogle.com/programs/2023/organizations/metabrainz-foundation-inc,https://summerofcode.withgoogle.com/programs/2023/projects/ToDA0xuV,"python, react, d3.js","user interface, user experience, Open source music database","Discovering new music can be quite an adventure and may lead to finding music which you will hear on repeat for a long time. Currently, ListenBrainz offers many ways to do it, like Fresh Releases, Hue sound, Similar Users and many more. 

Another powerful discovery tool which can be added to suite is an Artist Similarity Graph. It will provide an intuitive way for the users to analyze relationships between artists. In this way, the users can get exposure to new artists with a music style similar to their favorite artists. 

This project aims to provide a pleasant UX for the same, while delivering the following features in the UI:

1. Display a graph of related artists.
2. Link to artist's MusicBrainz profile.
3. Play artist's most popular album.
4. Play the most popular recording."
MetaBrainz Foundation Inc,https://metabrainz.org,https://summerofcode.withgoogle.com/programs/2023/organizations/metabrainz-foundation-inc,https://summerofcode.withgoogle.com/programs/2023/projects/CtVn2Vu8,"android, kotlin, flask, Jetpack Compose, Android Jetpack",android,"ListenBrainz's website is an amazing platform that inculcates the idea of having a social media app revolving around music. The Feed-Section is one of the core functionalities of this idea, and the ListenBrainz Android app lacks it.

Using TDD (test-driven development), Material3, and modern Jetpack libraries in conjunction with the MVVM architecture, this project aims to integrate Feed-Section into the Android app."
MetaBrainz Foundation Inc,https://metabrainz.org,https://summerofcode.withgoogle.com/programs/2023/organizations/metabrainz-foundation-inc,https://summerofcode.withgoogle.com/programs/2023/projects/5YSjIDh0,"postgresql, node.js, typescript, MARC 21","web, open data, Database Import","BookBrainz still has a relatively small community and contains less entities than other comparable databases. Therefore we want to provide a way to import available collections of library records into the database while still ensuring that they meet BookBrainz' high data quality standards.

From a previous GSoC project, the database schema already contains additional tables set up for that purpose, where the imports will await a user's approval before becoming a fully accepted entity in the database.

The project will require processing very large data dumps (e.g. MARC records or JSON files) in a robust way and transforming entities from one database schema to the BookBrainz schema.
Additionally the whole process should be repeatable without creating duplicate entries."
MetaBrainz Foundation Inc,https://metabrainz.org,https://summerofcode.withgoogle.com/programs/2023/organizations/metabrainz-foundation-inc,https://summerofcode.withgoogle.com/programs/2023/projects/rpHWY2LB,"python, react, flask, postgres",web,"The dataset hoster currently returns rows of database rows with no extra information. Over time, the results that are returned from a query have begun to include markup in order to display more information to the user. The data structure which is currently being returned by the hoster should be simplified to make data consumption easier for callers.

When an MBID is recognized in a cell of the output, we wish to show a drop-down button next to that MBID. The items of this drop-down should be a link to all of the data-sets that could be initiated with that MBID. For instance, if the user has made a search for a similar artist and the output shows a list of artists, next to each artist MBID, the dropdown should offer to run a new similar artist search and other searches that can be initiated with an artist MBID. These drop-downs would allow users to explore our connected datasets, which would be a great asset.

Also, the project has accumulated some bugs over time, many of which remain unaddressed. These bugs need to be identified and fixed as required."
MetaBrainz Foundation Inc,https://metabrainz.org,https://summerofcode.withgoogle.com/programs/2023/organizations/metabrainz-foundation-inc,https://summerofcode.withgoogle.com/programs/2023/projects/TsPwhRct,"python, postgresql","automation, data analytics, Data Engineering, ETL","MusicBrainz is a community-maintained database of music metadata that includes information about music artists, their releases, and related data such as recording and release dates, labels, and track listings, as well as the locations related to these tracks. The database tracks area types like countries, cities, districts, etc. to indicate the location of recording studios, artist birthplaces, concert halls, and events. But considering the scope of the database, MusicBrainz refers to external databases like Wikidata & GeoNames to keep its area metadata up-to-date. However, adding areas to the database is currently a manual process, which is cumbersome, causes delays, and prevents frequent updates on outdated areas. With this GSoC project, we aim to tackle this issue by building a new Mechanize based “AreaBot” written in Python (similar to the old Perl Bot) to automatically maintain and update areas in MusicBrainz using Wikidata."
MetaBrainz Foundation Inc,https://metabrainz.org,https://summerofcode.withgoogle.com/programs/2023/organizations/metabrainz-foundation-inc,https://summerofcode.withgoogle.com/programs/2023/projects/STzV7VWb,"postgresql, javascript, react, Chai, BookshelfJS","Admin panel, Administration System","BookBrainz currently has no administration system, or any good way of giving users special privileges.

This project involves devising and implementing a basic admin system allowing for a flexible privilege hierarchy. 
This project will also include creating relationship and identifier editors which allow privileged users to edit and add relationships and identifiers."
MetaBrainz Foundation Inc,https://metabrainz.org,https://summerofcode.withgoogle.com/programs/2023/organizations/metabrainz-foundation-inc,https://summerofcode.withgoogle.com/programs/2023/projects/oUbUrDhV,"python, flask, sql, rest, api, Javascript,","web, software engineering, music","By linking their Apple Music account with ListenBrainz, individuals are able to use ListenBrainz to play their music selections. The integration into BrainzPlayer allows for this capability. By utilizing a content resolver, we can match the MusicBrainz Identifier (MBID) to the Apple Music catalog, permitting users to transfer playlists to their Apple Music account."
gprMax,https://www.gprmax.com,https://summerofcode.withgoogle.com/programs/2023/organizations/gprmax,https://summerofcode.withgoogle.com/programs/2023/projects/QbO6y5Xj,"python, cython, matlab","simulation, numerical methods, Electromagnetism, Differential Equations","The objective of the project would be implement a plane wave source in gprMax. It is mentioned that it would be done by `translating existing MATLAB code into Python'. However, it is more nuanced that that. Plane wave sources are a useful tool in multiple different scenarios of electromagnetic simulations, especially when the wave is emitted by a source that is quite far away from the target or maybe even multiple targets. Currently, such a source does not exist in gprMax. This project will involved translating existing code written by one of the mentors, taking the idea that has been shown to work as a MATLAB script and place it in a much larger environment, gprMax, in Python, blending it seamlessly with the other sources available in gprMax. Implementation of a simple plane wave source, propagating in a homogeneous medium seamlessly with the other sources available in gprMax. This functionality was long ago when gprMax was coded in C, and need to be reintroduced."
gprMax,https://www.gprmax.com,https://summerofcode.withgoogle.com/programs/2023/organizations/gprmax,https://summerofcode.withgoogle.com/programs/2023/projects/HIvD1YHY,"Python, Cython, tools and compilers on multiple (Linux, Windows, macOS) operating systems",Installation Tools,"The benefits of creating a simplified and more user-friendly installation workflow for gprMax software are:
 Improved user experience ,
 Increased accessibility ,
Time-saving ,
Increased usage and adoption 
Improved performance:"
gprMax,https://www.gprmax.com,https://summerofcode.withgoogle.com/programs/2023/organizations/gprmax,https://summerofcode.withgoogle.com/programs/2023/projects/9kFAAx7H,"python, cython, git, jupyter notebook, Matplotlib, PyVista","simulation software, model building, visualiztion in jupyter notebooks",gprMax is CLI interface software which is used to solve electrodynamics problems by solving Maxwell's Equations using FDTD method. It is also used to simulate Ground Penetrating Radar for various industry and academia purpose. But it's installation can become a bit cumbersome and nowadays people prefer a GUI interface. Hence I helped to develop a custom gprMax kernel which can be used to build and run models in Jupyter Notebooks. I also developed a python function that can be used to visualize the 3D geometry of the models in notebook environment.
gprMax,https://www.gprmax.com,https://summerofcode.withgoogle.com/programs/2023/organizations/gprmax,https://summerofcode.withgoogle.com/programs/2023/projects/yqaL17VS,"python, mpi, parallel/distributed computing","geophysics, electromagnetics, ground penetrating radar, Machine learning & Deep Learning","The major objectives of the project are:
1. Refactoring the Python code to increase efficiency and readability and increase the overall code quality of the entire codebase of the software.
2. To enhance user engagement and support by creating a comprehensive FAQ dataset which is used to train a custom Chatbot.
3. Investigate and discuss different possibilities for multi-GPU model execution, i.e. allow a model to execute (and share memory) across multiple GPUs."
CRIU,https://criu.org,https://summerofcode.withgoogle.com/programs/2023/organizations/criu,https://summerofcode.withgoogle.com/programs/2023/projects/CdBgTw7S,golang,"linux, Containerization, CRIU, Memory forensic","The goal of this proposal is to address the challenge of investigating the contents of containerized applications, which run in isolation from the host operating system. The proposed solution is to extend go-crit with forensic analysis features to improve its usability in analyzing container checkpoints. Then the new features of go-crit will be used to enhance checkpointctl's user-friendliness when performing forensic analysis of container checkpoints.

The deliverables of this project will include the following:

 - An updated version of go-crit with forensic analysis features, which will allow other tools written in Go to perform forensic analysis of container checkpoints more easily.
  
  - An updated version of checkpointctl CLI with new command designed for forensic analysis of container checkpoints."
CRIU,https://criu.org,https://summerofcode.withgoogle.com/programs/2023/organizations/criu,https://summerofcode.withgoogle.com/programs/2023/projects/uEaniQVU,"c, python, linux","operating systems, linux, containers, Checkpoint/Restore","CRIU can checkpoint/restore a trivial hello_word process to running Linux containers. However, with the current implementation of CRIU, it can't checkpoint/restore a process that has a memfd_secret file descriptor(s) opened. So, the purpose of the proposed project is to add new functionality to successfully checkpoint/restore any process that has memfd_secret file descriptor(s) opened."
CRIU,https://criu.org,https://summerofcode.withgoogle.com/programs/2023/organizations/criu,https://summerofcode.withgoogle.com/programs/2023/projects/9Qr4FVa7,"python, linux, go, golang, docker, kubernetes, protobuf","security, cli, container, Checkpoint/Restore, forensic analysis","The crit library in go-criu was created during GSoC 2022 to enable analysis of CRIU
images with tools written in Go. It allows container management tools such as
checkpointctl and Podman to provide capabilities similar to CRIT. The goal of this project is to extend this library with functionality for forensic analysis of container checkpoints to provide a better user experience. To effectively utilise this new feature, the checkpointctl CLI tool would also be extended to display information about the processes included in a container checkpoint and their runtime state (e.g. memory state, open files, sockets, etc)."
Mantis,https://netflix.github.io/mantis/,https://summerofcode.withgoogle.com/programs/2023/organizations/mantis,https://summerofcode.withgoogle.com/programs/2023/projects/t0aEL7iA,"java, Rxjava, Netty","distributed systems, Operational Analytics","Improve the Mantis metrics system by replacing the existing implementation with a more standardized and flexible OSS library which should be easier to support other time-series databases, reduce complexity, and improve scalability."
Mantis,https://netflix.github.io/mantis/,https://summerofcode.withgoogle.com/programs/2023/organizations/mantis,https://summerofcode.withgoogle.com/programs/2023/projects/AV5mJy6s,"java, streaming","Connection Management, Data Platform","Mantis is a stream-processing-as-a-service platform. Mantis workers create network connections to read data from sources or write data to sinks. Instances have been observed where these network connections are not terminated properly, leading to resources remaining tied up. The focus of this project is to design and implement a Connection Monitor which will detect such connections and terminate them, ensuring the correctness and reliability of the Mantis platform. The goal is also to have observability around this phenomenon and the Connection Monitor, to allow us to understand the severity of the issue and the behavior of the system."
caMicroscope,https://camicroscope.github.io,https://summerofcode.withgoogle.com/programs/2023/organizations/camicroscope,https://summerofcode.withgoogle.com/programs/2023/projects/k6l72ZaB,c,"web, graphics","My project goal was to add DICOM file support to caMicroscope, a Whole Slide Image viewer. The viewer backend (OpenSlide) didn't support DICOM, so we needed a second backend. Surprisingly, before the coding period started, OpenSlide did get DICOM file support and this gave me the opportunity to tackle the bigger challenge of integrating BioFormats into caMicroscope. This would be extraordinary, as BioFormats is a Java library with no C wrappers available online.

I started by refactoring caMicroscope code to use a single base Dockerfile which compiled OpenSlide. Then I made a Java wrapper and prepared its corresponding C caller. For this, I had chosen GraalVM C API, but once I found out about its level of performance and its requirement to achieve high code covergage first (for metadata collection), I rewrote it for Java JNI. To make it available to the two derivatives of our base image, I refactored this to be a separate project. We also needed to make this available to our Python image metadata server, so I wrote a wrapper in Python using cffi."
caMicroscope,https://camicroscope.github.io,https://summerofcode.withgoogle.com/programs/2023/organizations/camicroscope,https://summerofcode.withgoogle.com/programs/2023/projects/jV0ik9bp,javascript,"web, machine learning","To improve pathology data collection, caMicroscope has added specific tools for assisting with annotations and classifications. However, these tools require a pretrained model and the training workflow is difficult to use. The machine learning training assistant project aims to consolidate and improve the training workflow while also enhancing the user experience. This project may involve adding a microservice to enable training on a server and runtime analysis to determine the most useful information at a given time."
caMicroscope,https://camicroscope.github.io,https://summerofcode.withgoogle.com/programs/2023/organizations/camicroscope,https://summerofcode.withgoogle.com/programs/2023/projects/xPesw9Cb,"python, javascript, html/css, Image Processing","deep learning, image processing, Multi-Image Channgel, RGB Encoding, Annote Image, CSV Parsing Function","This project aims to add support for Multi-Channel Imaging in caMicroscope, a platform used for visualizing and analyzing medical imaging data. Currently, the platform only supports datasets with a spatial representation for up to three channels. This project aims to create a function that can take in numerical data in CSV format with an arbitrary number of channels and select three fields to assign to red, green, and blue channels to generate an image. This project will allow Researchers and Deep Learning partitioners to make sense of higher-dimensional data and improve their analysis of medical imaging data."
MariaDB,https://mariadb.org,https://summerofcode.withgoogle.com/programs/2023/organizations/mariadb,https://summerofcode.withgoogle.com/programs/2023/projects/w0LzyrnO,"c++, git",database,"The task is to make cpimport support parquet files as input or design a general framework to add new input formats. 
    Considering cpimport finish its workflow by two stages, read and parse, so I plan to solve this problem from these two stages. For read stage, I will use some external library to help finish reading like `parquet-cpp`, `arrow` and so on. By using parquet-cpp, I can directly read parquet file and by using `arrow::table` I can store data in table format. Later, in parse stage, I plan to use table format data and parse it to insert data into target table.
    After finishing the task, cpimport can handle parquet file input or other poplular formats like arrow, avro and successfully insert data into the database."
MariaDB,https://mariadb.org,https://summerofcode.withgoogle.com/programs/2023/organizations/mariadb,https://summerofcode.withgoogle.com/programs/2023/projects/slotQabK,"mariadb, c++, RocksDB","database, storage","RocksDB is an embeddable persistent key-value store for fast storage. MariaDB has integrated this engine into the database since version 10.2.5. However, the ported engine, MariaRocks, is currently lagging behind the main branch of RocksDB. The goal of this project is to update MariaRocks to the latest release of RocksDB by incorporating changes from Facebook’s MyRocks. This update will include API changes, bug fixes, and improvements."
MariaDB,https://mariadb.org,https://summerofcode.withgoogle.com/programs/2023/organizations/mariadb,https://summerofcode.withgoogle.com/programs/2023/projects/846SqnAJ,"c++, sql","database, SIMD","Current Mariadb ColumnStore engine doesn’t support vectorized evaluation
of SQL functions and expressions. This project want to cover this by adding row/col transformation before the evaluation and evaluate the performance improvement. Furthermore, this project will also try to accomplish a delayed projection into RowGroup, which store data in vertical stored buffers and optimize the transformation part."
MariaDB,https://mariadb.org,https://summerofcode.withgoogle.com/programs/2023/organizations/mariadb,https://summerofcode.withgoogle.com/programs/2023/projects/IxEtmCln,"c++, simd, liburing",databases,"This project will refactor infrastructure used by the GROUP BY operator to improve the performance of OLAP workloads. To that goal, the project will improve the performance of lookup hash-maps which are used internally in GROUP BY with an approach which was recently proposed in the implementation of boost::unordered_flat_map, improve external GROUP BY performance by introducing async I/O using liburing and removing unnecessary steps in the aggregation process. Further, the project will potentially look at an optimization which would distinguish between a single-layer hash-map vs. two-layer hash-map for different input sizes."
MariaDB,https://mariadb.org,https://summerofcode.withgoogle.com/programs/2023/organizations/mariadb,https://summerofcode.withgoogle.com/programs/2023/projects/hLufFI1y,c++ llvm,database jit,"MCS uses interepreted execution to calculate SQL expressions results. Here is an example of a SQL expression 'table1.col1 + FLOOR(table2.col1)'. Given that table1.col1 is DECIMAL and table2.col1 is DOUBLE there is a number of conditions that drives the calculation of this relatively simple example in runtime. Given that SQL types and expression tree are known before the query begins it is possible to replace interpretation with JIT to produce specialized compiled bytecode that is:

small
has no or almost no branches
optimized for the specific platform it is run at
This is a research mostly project which goal is to produce a set of microbenchmarks that:

leverages any JIT compiler available, e.g. LLVM, MIR
demonstrates a negative and positive effects of using JIT"
LibreOffice,https://www.libreoffice.org/,https://summerofcode.withgoogle.com/programs/2023/organizations/libreoffice,https://summerofcode.withgoogle.com/programs/2023/projects/kT3Vc8Im,"c, c++, qt, GNUGPG","Libreoffice, OpenPGP","The project aims to enhance the experimental PGP/GPG encryption support in LibreOffice by addressing several shortcomings, such as the need to select recipients anew for every save and the difficulty in finding the right keys. The project will also focus on developing smart searching, traversing, and filtering capabilities for large keyrings, as well as adding asynchronous querying for improved performance.

The plan involves several steps, including understanding the current implementation of PGP/GPG encryption support, implementing recipient selection for PGP/GPG encryption, developing smart searching, traversing, and filtering capabilities for large keyrings, adding asynchronous querying for improved performance, and finalizing the project."
